deputat,perc_for,votes_for,tvo,oblast,year,info,proposed,registration,gender,age,birthday,job,city_living,party,tvo_pres,pres_candidate,pres_perc_for,pres_votes_for,winner,average_age,pop_change,region_ideology,previous,ever,funding,power_status,party_ideology,prop_election_forecast,fixed_previous,funding_fixed,true_prob,true_prob_sum,true_prob_two_1
Щамбура Денис Володимирович,,,134,Одеська область,2019,"народився 17 грудня 1979 року в місті Одесі, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, член ПОЛІТИЧНОЇ ПАРТІЇ ""НАШІ"", проживає в селі Лиманка Овідіопольського району Одеської області, судимість відсутня, самовисування.",самовисування,2019-06-23,M,40.0,1979-12-17,тимчасово не працює,проживає в селі Лиманка Овідіопольського району Одеської області,Other,134.0,,0.0,0,,39.6,0.0,grey,False,False,0.0,no,grey,,,0.0,0.17365554,2.0903964,0.08307302
Чекіта Геннадій Леонідович,,,134,Одеська область,2019,"народився 17 липня 1966 року в місті Одесі, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Одесі, судимість відсутня, самовисування.",самовисування,2019-06-17,M,53.0,1966-07-17,народний депутат України,проживає в місті Одесі,Other,134.0,,0.0,0,,39.6,0.0,grey,True,True,11120.0,no,grey,,True,11120.0,0.93407756,2.0903964,0.4468423
Хвощевський Олег Володимирович,,,135,Одеська область,2019,"народився 10 липня 1970 року в місті Тирасполі, Молдова, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійний, проживає в селі Кароліно Бугаз Овідіопольського району Одеської області, судимість відсутня, самовисування.",самовисування,2019-06-24,M,49.0,1970-07-10,тимчасово не працює,проживає в селі Кароліно Бугаз Овідіопольського району Одеської області,Other,135.0,,0.0,0,,39.6,0.0,grey,False,False,0.0,no,grey,,,0.0,0.18415798,1.7284756,0.106543586
Березовський Андрій Андрійович,,,135,Одеська область,2019,"народився 3 липня 1976 року в селі Верби Нижньосірогозького району Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, фермерське господарство ""Диво"", член політичної партії ""Громадянська позиція"", проживає в селі Адамівка Любашівського району Одеської області, судимість відсутня, суб’єкт висування – політична партія ""Громадянська позиція"".",політична партія громадянська позиція,2019-06-19,M,43.0,1976-07-03,голова,проживає в селі Адамівка Любашівського району Одеської області,політична партія громадянська позиція,135.0,Гриценко Анатолій,4.027865608616721,3949,,39.6,0.0,grey,False,False,0.0,no,orange,,,0.0,0.29676944,1.7284756,0.17169432
Приходько Вячеслав Ігорович,,,135,Одеська область,2019,"народився 26 липня 1975 року в місті Донецьку, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""КОМПАНІЯ ""ЕКСПЕРТ КОНСАЛТИНГ"", безпартійний, проживає в місті Києві, судимість відсутня, самовисування.",самовисування,2019-06-21,M,44.0,1975-07-26,директор,проживає в місті Києві,Other,135.0,,0.0,0,,39.6,0.0,grey,False,False,0.0,no,grey,,,0.0,0.17365554,1.7284756,0.10046745
Ківалов Сергій Васильович,,,135,Одеська область,2019,"народився 1 травня 1954 року в місті Тирасполі, Молдова, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член Української морської партії Сергія Ківалова, проживає в місті Одесі, судимість відсутня, самовисування.",самовисування,2019-06-20,M,65.0,1954-05-01,народний депутат України,проживає в місті Одесі,Other,135.0,,0.0,0,,39.6,0.0,grey,True,True,12690.0,no,grey,,True,12690.0,0.88973457,1.7284756,0.514751
Берендєєв Ігор Вікторович,,,135,Одеська область,2019,"народився 27 жовтня 1970 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта середня спеціальна, тимчасово не працює, безпартійний, проживає в місті Києві, судимість відсутня, самовисування.",самовисування,2019-06-15,M,49.0,1970-10-27,тимчасово не працює,проживає в місті Києві,Other,135.0,,0.0,0,,39.6,0.0,grey,False,False,0.0,no,grey,,,0.0,0.18415798,1.7284756,0.106543586
Бичков Ігор Борисович,,,136,Одеська область,2019,"народився 8 листопада 1964 року в місті Очаків Миколаївської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Торговельні та складські системи"", член Політичної партії ""Сила Людей"", проживає в місті Одесі, судимість відсутня, суб’єкт висування – Політична партія ""Сила Людей"".",політична партія сила людей,2019-06-25,M,55.0,1964-11-08,директор,проживає в місті Одесі,політична партія сила людей,136.0,,0.0,0,,39.6,0.0,grey,False,False,0.0,no,orange,,,0.0,0.10307612,1.1558127,0.08918064
Веселов Сергій Робертович,,,136,Одеська область,2019,"народився 6 червня 1960 року в смт Краскіне Хасанського району Приморського краю, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Берег-Будгруп"", член політичної партії Всеукраїнське об’єднання ""Батьківщина"", проживає в місті Одесі, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Батьківщина"".",політична партія всеукраїнське обєднання батьківщина,2019-06-24,M,59.0,1960-06-06,директор,проживає в місті Одесі,політична партія всеукраїнське обєднання батьківщина,136.0,Тимошенко Юлія,6.4556996887824,7032,,39.6,0.0,grey,False,False,0.0,no,orange,,,0.0,0.09608859,1.1558127,0.08313508
Вагапов Андрій Володимирович,,,136,Одеська область,2019,"народився 21 лютого 1982 року в місті Одесі, громадянин України, протягом останніх п’яти років проживає на території України, освіта загальна середня, тимчасово не працює, безпартійний, проживає в місті Одесі, судимість відсутня, суб’єкт висування – Політична Партія ""ПАТРІОТ"".",політична партія патріот,2019-06-25,M,37.0,1982-02-21,тимчасово не працює,проживає в місті Одесі,Other,136.0,,0.0,0,,39.6,0.0,grey,False,False,0.0,no,grey,,,0.0,0.07147007,1.1558127,0.061835334
Терешонков Віталій Володимирович,,,136,Одеська область,2019,"народився 3 серпня 1987 року в місті Артемівську Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, головний програміст лазерного ЧПУ, ПП ""Мастер-1"", безпартійний, проживає в селі Софіївська Борщагівка Києво-Святошинського району Київської області, судимість відсутня, самовисування.",самовисування,2019-06-15,M,32.0,1987-08-03,Other,проживає в селі Софіївська Борщагівка Києво-Святошинського району Київської області,Other,136.0,,0.0,0,,39.6,0.0,grey,False,False,0.0,no,grey,,,0.0,0.05562178,1.1558127,0.048123524
Голубов Дмитро Іванович,,,136,Одеська область,2019,"народився 16 жовтня 1983 року в місті Одесі, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Одесі, судимість відсутня, самовисування.",самовисування,2019-06-17,M,36.0,1983-10-16,народний депутат України,проживає в місті Одесі,Other,136.0,,0.0,0,,39.6,0.0,grey,True,True,0.0,no,grey,,True,0.0,0.8295562,1.1558127,0.71772546
Муконін Олег Володимирович,,,137,Одеська область,2019,"народився 25 вересня 1972 року в місті Антрацит Ворошиловградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійний, проживає в місті Антрацит Луганської області, судимість відсутня, самовисування.",самовисування,2019-06-23,M,47.0,1972-09-25,тимчасово не працює,проживає в місті Антрацит Луганської області,Other,137.0,,0.0,0,,39.6,0.0,grey,False,False,0.0,no,grey,,,0.0,0.18415798,2.3828015,0.077286325
Глущенко Віктор Володимирович,,,137,Одеська область,2019,"народився 22 липня 1970 року в смт Овідіополь Овідіопольського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта середня спеціальна, провідний фахівець із організації безпеки, ТОВ ""Секьюріті Групп"", безпартійний, проживає в смт Овідіополь Овідіопольського району Одеської області, судимість відсутня, самовисування.",самовисування,2019-06-22,M,49.0,1970-07-22,Other,проживає в смт Овідіополь Овідіопольського району Одеської області,Other,137.0,,0.0,0,,39.6,0.0,grey,False,False,0.0,no,grey,,,0.0,0.18415798,2.3828015,0.077286325
Гончаренко Олексій Олексійович,,,137,Одеська область,2019,"народився 16 вересня 1980 року в місті Одесі, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Одесі, судимість відсутня, самовисування.",самовисування,2019-06-19,M,39.0,1980-09-16,народний депутат України,проживає в місті Одесі,Other,137.0,,0.0,0,,39.6,0.0,grey,True,True,30080.0,no,grey,,,0.0,0.9052521,2.3828015,0.37991083
Клімов Леонід Михайлович,,,137,Одеська область,2019,"народився 31 березня 1953 року в місті Макіївка Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Одесі, судимість відсутня, самовисування.",самовисування,2019-05-31,M,66.0,1953-03-31,народний депутат України,проживає в місті Одесі,Other,137.0,,0.0,0,,39.6,0.0,grey,True,True,30080.0,no,grey,,True,30080.0,0.88973457,2.3828015,0.3733985
Лазаренко Михайло Дмитрович,,,137,Одеська область,2019,"народився 21 липня 1964 року в селі Плоске Балтського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, селянсько-фермерське господарство ""Прогрес"", директор, ПП ""Балтська швейна фабрика"", член політичної партії Всеукраїнське об’єднання ""Батьківщина"", проживає в місті Балта Одеської області, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Батьківщина"".",політична партія всеукраїнське обєднання батьківщина,2019-06-24,M,55.0,1964-07-21,голова,проживає в місті Балта Одеської області,політична партія всеукраїнське обєднання батьківщина,137.0,Тимошенко Юлія,13.5300601601615,10188,,39.6,0.0,grey,False,False,0.0,no,orange,,,0.0,0.21949898,2.3828015,0.092118025
Сєдов Володимир Олексійович,,,138,Одеська область,2019,"народився 21 червня 1955 року в місті Білгород-Дністровський Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Редакція газети ""Вісті Ананьївщини"", член ПОЛІТИЧНОЇ ПАРТІЇ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА"", проживає в місті Ананьїв Ананьївського району Одеської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА"".",політична партія радикальна партія олега ляшка,2019-06-24,M,64.0,1955-06-21,директор,проживає в місті Ананьїв Ананьївського району Одеської області,радикальна партія олега ляшка,138.0,Ляшко Олег,9.00281566533806,7386,,39.6,0.0,grey,False,False,0.0,no,orange,,,0.0,0.08660889,1.3605763,0.06365603
Хачатрян Князь Аршалуйсович,,,138,Одеська область,2019,"народився 1 жовтня 1974 року в місті Артик, Вірменія, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Березівкаагрошляхбуд"", член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", проживає в селі Шевченкове Березівського району Одеської області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"".",політична партія опозиційна платформа  за життя,2019-06-24,M,45.0,1974-10-01,директор,проживає в селі Шевченкове Березівського району Одеської області,політична партія опозиційна платформа  за життя,138.0,Бойко Юрій,16.3028241976573,13375,,39.6,0.0,grey,False,False,0.0,no,blue,,,0.0,0.12263287,1.3605763,0.09013303
Фурсін Іван Геннадійович,,,138,Одеська область,2019,"народився 16 вересня 1971 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в селі Ісаєве Миколаївського району Одеської області, судимість відсутня, самовисування.",самовисування,2019-06-15,M,48.0,1971-09-16,народний депутат України,проживає в селі Ісаєве Миколаївського району Одеської області,Other,138.0,,0.0,0,,39.6,0.0,grey,True,True,32900.0,no,grey,,True,32900.0,0.9399225,1.3605763,0.6908268
Шлапак Андрій Васильович,,,138,Одеська область,2019,"народився 6 листопада 1982 року в місті Ананьїв Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""АЙВОІС"", член ПОЛІТИЧНОЇ ПАРТІЇ ""СОЦІАЛЬНА СПРАВЕДЛИВІСТЬ"", проживає в місті Києві, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СОЦІАЛЬНА СПРАВЕДЛИВІСТЬ"".",політична партія соціальна справедливість,2019-06-24,M,37.0,1982-11-06,директор,проживає в місті Києві,Other,138.0,,0.0,0,,39.6,0.0,grey,False,False,0.0,no,grey,,,0.0,0.07147007,1.3605763,0.05252926
Полюганіч Ольга Василівна,,,138,Одеська область,2019,"народилася 27 березня 1969 року в селі Мар’ївка Ширяївського району Одеської області, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, голова, Ширяївська районна рада, член політичної партії Всеукраїнське об’єднання ""Батьківщина"", проживає в смт Ширяєве Ширяївського району Одеської області, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Батьківщина"".",політична партія всеукраїнське обєднання батьківщина,2019-06-24,F,50.0,1969-03-27,голова,проживає в смт Ширяєве Ширяївського району Одеської області,політична партія всеукраїнське обєднання батьківщина,138.0,Тимошенко Юлія,13.278726490413304,10894,,39.6,0.0,grey,False,False,0.0,no,orange,,,0.0,0.13994192,1.3605763,0.102854885
Ковальський Вадим Олексійович,,,139,Одеська область,2019,"народився 26 квiтня 1980 року в місті Одесі, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник директора, ТОВ СП ""Охорона-Комплекс-Одеса"", член ПОЛІТИЧНОЇ ПАРТІЇ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА"", проживає в місті Одесі, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА"".",політична партія радикальна партія олега ляшка,2019-06-24,M,39.0,1980-04-26,заступник,проживає в місті Одесі,радикальна партія олега ляшка,139.0,Ляшко Олег,3.8651671818209294,3839,,39.6,0.0,grey,False,False,0.0,no,orange,,,0.0,0.117301926,1.5119206,0.07758471
Муравський Микола Миколайович,,,139,Одеська область,2019,"народився 3 квiтня 1977 року в смт Любашівка Любашівського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, комірник автотранспортного цеху, АТ ""ОПЗ"", член ПОЛІТИЧНОЇ ПАРТІЇ ""СОЦІАЛ-ДЕМОКРАТИЧНА ПАРТІЯ"", проживає в місті Южне Одеської області, судимість відсутня, самовисування.",самовисування,2019-06-15,M,42.0,1977-04-03,Other,проживає в місті Южне Одеської області,Other,139.0,Каплін Сергій,0.0734975786071705,73,,39.6,0.0,grey,False,False,0.0,no,grey,,,0.0,0.17365554,1.5119206,0.114857584
Пресман Олександр Семенович,,,139,Одеська область,2019,"народився 10 квiтня 1961 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Одесі, судимість відсутня, самовисування.",самовисування,2019-06-14,M,58.0,1961-04-10,народний депутат України,проживає в місті Одесі,Other,139.0,,0.0,0,,39.6,0.0,grey,True,True,29180.0,no,grey,,True,29180.0,0.92644894,1.5119206,0.612763
Васильковський Василь Миколайович,,,139,Одеська область,2019,"народився 12 сiчня 1949 року в селі Засулля Недригайлівського району Сумської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""СЛУГА НАРОДУ-ЗЕ"", безпартійний, проживає в місті Одесі, судимість відсутня, самовисування.",самовисування,2019-06-22,M,70.0,1949-01-12,директор,проживає в місті Одесі,Other,139.0,,0.0,0,,39.6,0.0,grey,False,False,0.0,no,grey,,,0.0,0.12085865,1.5119206,0.07993717
Терещенко Юрій Анатолійович,,,139,Одеська область,2019,"народився 27 лютого 1977 року в місті Кілія Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта професійно-технічна, тимчасово не працює, безпартійний, проживає в місті Одесі, судимість відсутня, самовисування.",самовисування,2019-06-21,M,42.0,1977-02-27,тимчасово не працює,проживає в місті Одесі,Other,139.0,,0.0,0,,39.6,0.0,grey,False,False,0.0,no,grey,,,0.0,0.17365554,1.5119206,0.114857584
Гуляєв Василь Олександрович,,,140,Одеська область,2019,"народився 3 вересня 1963 року в смт Олександрівка міста Іллічівськ Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Чорноморськ Одеської області, судимість відсутня, самовисування.",самовисування,2019-06-21,M,56.0,1963-09-03,народний депутат України,проживає в місті Чорноморськ Одеської області,Other,140.0,,0.0,0,,39.6,0.0,grey,True,True,26680.0,no,grey,,True,26680.0,0.92644894,1.6384486,0.5654428
Звеняцький Михайло Семенович,,,140,Одеська область,2019,"народився 29 вересня 1972 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійний, проживає в смт Олександрівка міста Чорноморськ Одеської області, судимість відсутня, самовисування.",самовисування,2019-06-21,M,47.0,1972-09-29,тимчасово не працює,проживає в смт Олександрівка міста Чорноморськ Одеської області,Other,140.0,,0.0,0,,39.6,0.0,grey,False,False,0.0,no,grey,,,0.0,0.18415798,1.6384486,0.112397775
Миза Сергій Васильович,,,140,Одеська область,2019,"народився 13 травня 1960 року в селі В-Долина Овідіопольського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, начальник, КП ""Міське управління житлово-комунального господарства"" Чорноморської міської ради, безпартійний, проживає в селі Лиманка Овідіопольского району Одеської області, судимість відсутня, самовисування.",самовисування,2019-06-19,M,59.0,1960-05-13,начальник,проживає в селі Лиманка Овідіопольского району Одеської області,Other,140.0,,0.0,0,,39.6,0.0,grey,False,False,0.0,no,grey,,,0.0,0.1537862,1.6384486,0.093860865
Бокоч Василь Васильович,,,140,Одеська область,2019,"народився 22 жовтня 1980 року в селі Велика Уголька Тячівського району Закарпатської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""ПРАЙМ ТАЙМ ПІВДЕНЬ"", безпартійний, проживає в смт Овідіополь Овідіопольського району Одеської області, судимість відсутня, самовисування.",самовисування,2019-06-23,M,39.0,1980-10-22,директор,проживає в смт Овідіополь Овідіопольського району Одеської області,Other,140.0,,0.0,0,,39.6,0.0,grey,False,False,0.0,no,grey,,,0.0,0.17365554,1.6384486,0.10598779
Колебошин Сергій Валерійович,,,140,Одеська область,2019,"народився 22 листопада 1977 року в місті Одесі, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник голови, Одеська обласна державна адміністрація, безпартійний, проживає в смт Овідіополь Овідіопольського району Одеської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",політична партія слуга народу,2019-06-25,M,42.0,1977-11-22,заступник голови,проживає в смт Овідіополь Овідіопольського району Одеської області,Other,140.0,,0.0,0,,39.6,0.0,grey,False,False,0.0,yes,orange,,,0.0,0.2003999,1.6384486,0.122310765
Барвіненко Віталій Дмитрович,,,141,Одеська область,2019,"народився 3 червня 1981 року в місті Білгород-Дністровський Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Одесі, судимість відсутня, самовисування.",самовисування,2019-06-14,M,38.0,1981-06-03,народний депутат України,проживає в місті Одесі,Other,141.0,,0.0,0,,39.6,0.0,grey,True,True,30470.0,no,grey,,True,30470.0,0.88881487,1.7011889,0.5224669
Резніченко Василь Іванович,,,141,Одеська область,2019,"народився 16 березня 1980 року в селі Лиман Татарбунарського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Лиманський сільський голова, безпартійний, проживає в селі Лиман Татарбунарського району Одеської області, судимість відсутня, самовисування.",самовисування,2019-06-22,M,39.0,1980-03-16,голова,проживає в селі Лиман Татарбунарського району Одеської області,Other,141.0,,0.0,0,,39.6,0.0,grey,False,False,0.0,no,grey,,,0.0,0.35120344,1.7011889,0.20644587
Гінак Алла Федорівна,,,141,Одеська область,2019,"народилася 25 травня 1966 року в місті Києві, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, Білгород-Дністровський міський голова, безпартійнa, проживає в місті Білгород-Дністровський Одеської області, судимість відсутня, самовисування.",самовисування,2019-06-19,F,53.0,1966-05-25,city_village head,проживає в місті Білгород-Дністровський Одеської області,Other,141.0,,0.0,0,,39.6,0.0,grey,False,False,0.0,no,grey,,,0.0,0.13372883,1.7011889,0.07860904
Антов Трифон Данилович,,,141,Одеська область,2019,"народився 7 листопада 1976 року в селі Дмитрівка Татарбунарського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник начальника контрольно-ревізійного забезпечення, комунальне підприємство ""Одесміськелектротранс"", безпартійний, проживає в місті Одесі, судимість відсутня, самовисування.",самовисування,2019-06-17,M,43.0,1976-11-07,заступник,проживає в місті Одесі,Other,141.0,,0.0,0,,39.6,0.0,grey,False,False,0.0,no,grey,,,0.0,0.17365554,1.7011889,0.10207893
Дубовий Олександр Миколайович,,,141,Одеська область,2019,"народився 26 серпня 1963 року в селі Старокозаче Білгород-Дністровського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта професійно-технічна, тимчасово не працює, безпартійний, проживає в селі Старокозаче Білгород-Дністровського району Одеської області, судимість відсутня, самовисування.",самовисування,2019-06-21,M,56.0,1963-08-26,тимчасово не працює,проживає в селі Старокозаче Білгород-Дністровського району Одеської області,Other,141.0,,0.0,0,,39.6,0.0,grey,False,False,0.0,no,grey,,,0.0,0.1537862,1.7011889,0.09039925
Мандриченко Віталій Єфимович,,,142,Одеська область,2019,"народився 21 травня 1975 року в селі Плахтіївка Саратського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, СВК ""РОДИНА"", безпартійний, проживає в селі Плахтіївка Саратського району Одеської області, судимість відсутня, самовисування.",самовисування,2019-06-19,M,44.0,1975-05-21,голова,проживає в селі Плахтіївка Саратського району Одеської області,Other,142.0,,0.0,0,,39.6,0.0,grey,False,False,0.0,no,grey,,,0.0,0.40024713,1.8596473,0.21522744
Кіссе Антон Іванович,,,142,Одеська область,2019,"народився 10 жовтня 1958 року в селі Євгенівка Тарутинського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Одесі, судимість відсутня, самовисування.",самовисування,2019-06-21,M,61.0,1958-10-10,народний депутат України,проживає в місті Одесі,Other,142.0,,0.0,0,,39.6,0.0,grey,True,True,12050.0,no,grey,,True,12050.0,0.92644894,1.8596473,0.4981853
Білалов Алім Елдарович,,,142,Одеська область,2019,"народився 18 червня 1971 року в селі Фараонівка Саратського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта професійно-технічна, директор, ТОВ ""Транспортник 1718"", безпартійний, проживає в смт Сарата Саратського району Одеської області, судимість відсутня, самовисування.",самовисування,2019-06-25,M,48.0,1718-06-18,директор,проживає в смт Сарата Саратського району Одеської області,Other,142.0,,0.0,0,,39.6,0.0,grey,False,False,0.0,no,grey,,,0.0,0.18415798,1.8596473,0.099028446
Капсамун Олег Георгійович,,,142,Одеська область,2019,"народився 4 серпня 1979 року в смт Тарутине Тарутинського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Юггранстрой"", член політичної партії Всеукраїнське об’єднання ""Батьківщина"", проживає в місті Одесі, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Батьківщина"".",політична партія всеукраїнське обєднання батьківщина,2019-06-24,M,40.0,1979-08-04,директор,проживає в місті Одесі,політична партія всеукраїнське обєднання батьківщина,142.0,Тимошенко Юлія,6.5046299069227,5430,,39.6,0.0,grey,False,False,0.0,no,orange,,,0.0,0.109467715,1.8596473,0.058864772
Димитрієв Сергій Гаврилович,,,142,Одеська область,2019,"народився 20 липня 1978 року в місті Болград Болградського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Болградський міський голова, член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", проживає в місті Болград Болградського району Одеської області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"".",політична партія опозиційна платформа  за життя,2019-06-24,M,41.0,1978-07-20,city_village head,проживає в місті Болград Болградського району Одеської області,політична партія опозиційна платформа  за життя,142.0,Бойко Юрій,35.063908288312,29271,,39.6,0.0,grey,False,False,0.0,no,blue,,,0.0,0.23932545,1.8596473,0.128694
Куртєв Федір Васильович,,,143,Одеська область,2019,"народився 26 лютого 1963 року в селі Кирнички Ізмаїльського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійний, проживає в місті Ізмаїл Одеської області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".",політична партія опозиційний блок,2019-06-25,M,56.0,1963-02-26,тимчасово не працює,проживає в місті Ізмаїл Одеської області,Other,143.0,,0.0,0,,39.6,0.0,grey,False,False,0.0,no,blue,,,0.0,0.10307612,0.9363376,0.110084355
Урбанський Анатолій Ігорович,,,143,Одеська область,2019,"народився 21 червня 1975 року в місті Одесі, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, Одеська обласна рада, безпартійний, проживає в місті Одесі, судимість відсутня, самовисування.",самовисування,2019-06-18,M,44.0,1975-06-21,голова,проживає в місті Одесі,Other,143.0,,0.0,0,,39.6,0.0,grey,False,False,0.0,no,grey,,,0.0,0.40024713,0.9363376,0.42746028
Куртєв Віктор Владиславович,,,143,Одеська область,2019,"народився 5 вересня 1979 року в селі Криничне Болградського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, генеральний директор, ТОВ ""НТК Метрополія"", безпартійний, проживає в місті Києві, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",політична партія слуга народу,2019-06-25,M,40.0,1979-09-05,директор,проживає в місті Києві,Other,143.0,,0.0,0,,39.6,0.0,grey,False,False,0.0,yes,orange,,,0.0,0.117301926,0.9363376,0.12527739
Пасінчук Олексій Володимирович,,,143,Одеська область,2019,"народився 26 листопада 1973 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""ФЕОН 2020"", безпартійний, проживає в місті Києві, судимість відсутня, самовисування.",самовисування,2019-06-25,M,46.0,2020-11-26,директор,проживає в місті Києві,Other,143.0,,0.0,0,,39.6,0.0,grey,False,False,0.0,no,grey,,,0.0,0.18415798,0.9363376,0.19667904
