deputat	winner	year	oblast	tvo
Ковач Антон Михайлович 	False	2014	Закарпатська область	№68
Коцур Андрій Васильович 	False	2014	Закарпатська область	№68
Цап Микола Михайлович 	False	2014	Закарпатська область	№68
Кукрі Роберт Адальбертович 	False	2014	Закарпатська область	№68
Слободянюк Сергій Миколайович 	False	2014	Закарпатська область	№68
Ковач Олександр Михайлович 	False	2014	Закарпатська область	№68
Ковач Ласло Гейзович 	False	2014	Закарпатська область	№68
Пересоляк Анатолій Васильович 	False	2014	Закарпатська область	№68
Штефуца Віталій Олександрович 	False	2014	Закарпатська область	№68
Балога Віктор Іванович 	True	2014	Закарпатська область	№69
Хайнас Олександр Васильович 	False	2014	Закарпатська область	№69
Гокс Олександр Олександрович 	False	2014	Закарпатська область	№69
Роман Вячеслав Ференцович 	False	2014	Закарпатська область	№69
Мочан Михайло Михайлович 	False	2014	Закарпатська область	№69
Данацко Іван Іванович 	False	2014	Закарпатська область	№69
Фриндак Ярослав Володимирович 	False	2014	Закарпатська область	№69
Ланьо Михайло Іванович 	True	2014	Закарпатська область	№70
Курах Іван Ілліч 	False	2014	Закарпатська область	№70
Грига Юрій Юрійович 	False	2014	Закарпатська область	№70
Чурей Василь Іванович 	False	2014	Закарпатська область	№70
Чундак Маріанна Володимирівна 	False	2014	Закарпатська область	№70
Гармасій Ірина Михайлівна 	False	2014	Закарпатська область	№70
Канюк Василь Михайлович 	False	2014	Закарпатська область	№70
Гуцал Василь Васильович 	False	2014	Закарпатська область	№70
Туркевич Орест Богданович 	False	2014	Закарпатська область	№70
Балога Павло Іванович 	True	2014	Закарпатська область	№71
Сабадош Василь Михайлович 	False	2014	Закарпатська область	№71
Якубець Василь Юрійович 	False	2014	Закарпатська область	№71
Мондич Михайло Михайлович 	False	2014	Закарпатська область	№71
Шпілька Василь Миколайович 	False	2014	Закарпатська область	№71
Рішко Василь Іванович 	False	2014	Закарпатська область	№71
Попович Василь Васильович 	False	2014	Закарпатська область	№71
Келемен Роман Юрійович 	False	2014	Закарпатська область	№71
Кобаль Іван Іванович 	False	2014	Закарпатська область	№71
Петьовка Василь Васильович 	True	2014	Закарпатська область	№72
Дем’янчук Василь Юрійович 	False	2014	Закарпатська область	№72
Косівський Микола Іванович 	False	2014	Закарпатська область	№72
Айб Володимир Іванович 	False	2014	Закарпатська область	№72
Савуляк Василь Васильович 	False	2014	Закарпатська область	№72
Богачик Володимир Дмитрович 	False	2014	Закарпатська область	№72
Добринський Ігор Вікторович 	False	2014	Закарпатська область	№72
Кадочніков Сергій Леонідович 	False	2014	Закарпатська область	№72
Бобич Ладіслав Васильович 	False	2014	Закарпатська область	№72
Балога Іван Іванович 	True	2014	Закарпатська область	№73
Ярина Євгеній Віталійович 	False	2014	Закарпатська область	№73
Петрушка Іштван Шімонович 	False	2014	Закарпатська область	№73
Вовкунович Василь Васильович 	False	2014	Закарпатська область	№73
Костьо Федір Федорович 	False	2014	Закарпатська область	№73
Конкін Руслан Валентинович 	False	2014	Закарпатська область	№73
Патик Ігор Ігорович 	False	2014	Закарпатська область	№73
Шелемба Михайло Іванович 	False	2014	Закарпатська область	№73
Сабашук Петро Павлович 	True	2014	Запорізька область	№74
Баранов Валерій Олексійович 	False	2014	Запорізька область	№74
Бабурін Олексій Олексійович 	False	2014	Запорізька область	№74
Кузьменко Іван Петрович 	False	2014	Запорізька область	№74
Завгородня Наталія Григорівна 	False	2014	Запорізька область	№74
Ничипоренко Володимир Валерійович 	False	2014	Запорізька область	№74
Крайній Валерій Григорович 	False	2014	Запорізька область	№74
Кузьменко Олег Анатолійович 	False	2014	Запорізька область	№74
Пенчук Інна Леонідівна 	False	2014	Запорізька область	№74
Литвин Олексій Олексійович 	False	2014	Запорізька область	№74
Фурсенко Микола Олександрович 	False	2014	Запорізька область	№74
Нефьодов Олександр Степанович 	False	2014	Запорізька область	№74
Пазюк Андрій Валерійович 	False	2014	Запорізька область	№74
Артюшенко Ігор Андрійович 	True	2014	Запорізька область	№75
Кальцев Сергій Федорович 	False	2014	Запорізька область	№75
Богуслаєв Олександр Вячеславович 	False	2014	Запорізька область	№75
Рабцун Олександр Іванович 	False	2014	Запорізька область	№75
Гургура Костянтин Валентинович 	False	2014	Запорізька область	№75
Синенко Петро Іванович 	False	2014	Запорізька область	№75
Нестеров Сергій Іванович 	False	2014	Запорізька область	№75
Колодій Наталія Анатоліївна 	False	2014	Запорізька область	№75
Забара Владислав Володимирович 	False	2014	Запорізька область	№75
Радченко Раїса Сергіївна 	False	2014	Запорізька область	№75
Шевченко Володимир Григорович 	False	2014	Запорізька область	№75
Душний Василь Якимович 	False	2014	Запорізька область	№75
Тютюнник Валерій Петрович 	False	2014	Запорізька область	№75
Прядко Олександр Вікторович 	False	2014	Запорізька область	№75
Барзіон Микола Олексійович 	False	2014	Запорізька область	№75
Грушецький Дмитро Анатолійович 	False	2014	Запорізька область	№75
Лисенко Георгій Григорович 	False	2014	Запорізька область	№75
Фролов Микола Олександрович 	True	2014	Запорізька область	№76
Карташов Євген Григорович 	False	2014	Запорізька область	№76
Лєх Ірина Іванівна 	False	2014	Запорізька область	№76
Онищенко Олександр Володимирович 	False	2014	Запорізька область	№76
Пшигоцький Сергій Володимирович 	False	2014	Запорізька область	№76
Гайдук Сергій Павлович 	False	2014	Запорізька область	№76
Вишинський Вадим Борисович 	False	2014	Запорізька область	№76
Корольов Олег Миколайович 	False	2014	Запорізька область	№76
Пєчуріна Людмила Миколаївна 	False	2014	Запорізька область	№76
Рижий Аліна Валентинівна 	False	2014	Запорізька область	№76
Шевчук Андрій Миколайович 	False	2014	Запорізька область	№76
Кузьменко Сергій Юрійович 	False	2014	Запорізька область	№76
Позднякова-Кирбят’єва Елліна Геннадіївна 	False	2014	Запорізька область	№76
Іванов Андрій Валерійович 	False	2014	Запорізька область	№76
Іванищев Максим Анатолійович 	False	2014	Запорізька область	№76
Швець Олена Іванівна 	False	2014	Запорізька область	№76
Торопов Михайло Валерійович 	False	2014	Запорізька область	№76
Богуслаєв Вячеслав Олександрович 	True	2014	Запорізька область	№77
Леховіцер Олександр Вікторович 	False	2014	Запорізька область	№77
Острянський Віктор Іванович 	False	2014	Запорізька область	№77
Войтюк Ігор Миколайович 	False	2014	Запорізька область	№77
Кірпа Ігор Георгійович 	False	2014	Запорізька область	№77
Давидов Віталій Олександрович 	False	2014	Запорізька область	№77
Пономарьов Олександр Сергійович 	True	2014	Запорізька область	№78
Гончарук Петро Адольфович 	False	2014	Запорізька область	№78
Гогунський Андрій Владленович 	False	2014	Запорізька область	№78
Антошкіна Лідія Іванівна 	False	2014	Запорізька область	№78
Бережецький Олександр Васильович 	False	2014	Запорізька область	№78
Боровков Олександр Анатолійович 	False	2014	Запорізька область	№78
Євстаф’єва Ірина Сергіївна 	False	2014	Запорізька область	№78
Мартищенко Олена Олександрівна 	False	2014	Запорізька область	№78
Шалєєв Владислав Володимирович 	False	2014	Запорізька область	№78
Ткаченко Сергій Олегович 	False	2014	Запорізька область	№78
Гальченко Ірина Андріївна 	False	2014	Запорізька область	№78
Бандуров Володимир Володимирович 	True	2014	Запорізька область	№79
Григорчук Олександр Сергійович 	False	2014	Запорізька область	№79
Самойдюк Іван Гнатович 	False	2014	Запорізька область	№79
Червоненко Євген Альфредович 	False	2014	Запорізька область	№79
Величко Володимир Анатолійович 	False	2014	Запорізька область	№79
Шевченко Анатолій Вікторович 	False	2014	Запорізька область	№79
Мних Олег Миколайович 	False	2014	Запорізька область	№79
Пріт Віктор Іванович 	False	2014	Запорізька область	№79
Яровий Олег Миколайович 	False	2014	Запорізька область	№79
Кондратєвич Олег Петрович 	False	2014	Запорізька область	№79
Тиховод Анатолій Миколайович 	False	2014	Запорізька область	№79
Щербак Віталій Вікторович 	False	2014	Запорізька область	№79
Лебеденко Сергій Степанович 	False	2014	Запорізька область	№79
Подлобніков Віталій Вікторович 	False	2014	Запорізька область	№79
Журавльов Денис Юрійович 	False	2014	Запорізька область	№79
Чистякова Віра Анатоліївна 	False	2014	Запорізька область	№79
Мудра Ірина Ярославівна 	False	2014	Запорізька область	№79
Кобець Олексій Станіславович 	False	2014	Запорізька область	№79
Тимченко Людмила Миколаївна 	False	2014	Запорізька область	№79
Кізілов Юрій Олександрович 	False	2014	Запорізька область	№79
Криштоп Ігор Володимирович 	False	2014	Запорізька область	№79
Панченко Дмитро Сергійович 	False	2014	Запорізька область	№79
Намлієв Олександр Федорович 	False	2014	Запорізька область	№79
Балицький Євген Віталійович 	True	2014	Запорізька область	№80
Мінько Сергій Анатолійович 	False	2014	Запорізька область	№80
Романов Роман Вікторович 	False	2014	Запорізька область	№80
Фокарді Олексій Коррадович 	False	2014	Запорізька область	№80
Генов Тарас Сергійович 	False	2014	Запорізька область	№80
Єфименко Василь Васильович 	False	2014	Запорізька область	№80
Богданов Ігор Михайлович 	False	2014	Запорізька область	№80
Сажнєва Марина Вікторівна 	False	2014	Запорізька область	№80
Гарабажиу Ольга Тимофіївна 	False	2014	Запорізька область	№80
Тищенко Олександр Васильович 	False	2014	Запорізька область	№80
Ільчук Світлана Миколаївна 	False	2014	Запорізька область	№80
Семак Олександр Геннадійович 	False	2014	Запорізька область	№80
Сакун Сергій Олександрович 	False	2014	Запорізька область	№80
Кушніренко Андрій Володимирович 	False	2014	Запорізька область	№80
Валентиров Сергій Васильович 	True	2014	Запорізька область	№81
Рєпкін Олександр Олександрович 	False	2014	Запорізька область	№81
Волков Олександр Миколайович 	False	2014	Запорізька область	№81
Дудка Віктор Іванович 	False	2014	Запорізька область	№81
Швець Дмитро Васильович 	False	2014	Запорізька область	№81
Морозов Анатолій Петрович 	False	2014	Запорізька область	№81
Райков Андрій Григорович 	False	2014	Запорізька область	№81
Іванусь Сергій Лукич 	False	2014	Запорізька область	№81
Волков Олександр Олександрович 	False	2014	Запорізька область	№81
Грицаєнко Ігор Миколайович 	False	2014	Запорізька область	№81
Мороз Дмитро Анатолійович 	False	2014	Запорізька область	№81
Смоляченко Володимир Володимирович 	False	2014	Запорізька область	№81
Аліфанов Павло Валерійович 	False	2014	Запорізька область	№81
Вербицький Іван Олександрович 	False	2014	Запорізька область	№81
Орлов Ігор Анатолійович 	False	2014	Запорізька область	№81
Кохненко Євген Сергійович 	False	2014	Запорізька область	№81
Кривохатько Вадим Вікторович 	True	2014	Запорізька область	№82
Куценко Владислав Ігорович 	False	2014	Запорізька область	№82
Дудка Олександр Іванович 	False	2014	Запорізька область	№82
Мараховська Вікторія Юріївна 	False	2014	Запорізька область	№82
Веселков Сергій Леонідович 	False	2014	Запорізька область	№82
Бичкова Наталія Іванівна 	False	2014	Запорізька область	№82
Щербина Віктор Віталійович 	False	2014	Запорізька область	№82
Венедіктов Сергій Анатолійович 	False	2014	Запорізька область	№82
Межейко Віктор Іванович 	False	2014	Запорізька область	№82
Шмаровоз Тетяна Миколаївна 	False	2014	Запорізька область	№82
Шевченко Олександр Леонідович 	True	2014	Івано-Франківська область	№83
Шкутяк Петро Зіновійович 	False	2014	Івано-Франківська область	№83
Ноняк Михайло Васильович 	False	2014	Івано-Франківська область	№83
Чорноус Володимир Ярославович 	False	2014	Івано-Франківська область	№83
Терешко Руслан Володимирович 	False	2014	Івано-Франківська область	№83
Боднар Тарас Григорович 	False	2014	Івано-Франківська область	№83
Петруняк Михайло Андрійович 	False	2014	Івано-Франківська область	№83
Вінтоняк Віктор Михайлович 	False	2014	Івано-Франківська область	№83
Тітов Володимир Дмитрович 	False	2014	Івано-Франківська область	№83
Сергенюк Ярослав Михайлович 	False	2014	Івано-Франківська область	№83
Бойчук Михайло Іванович 	False	2014	Івано-Франківська область	№83
Довбенко Михайло Володимирович 	True	2014	Івано-Франківська область	№84
Вірастюк Роман Ярославович 	False	2014	Івано-Франківська область	№84
Кіндій Василь Михайлович 	False	2014	Івано-Франківська область	№84
Галабала Ольга Юріївна 	False	2014	Івано-Франківська область	№84
Зелінський Микола Романович 	False	2014	Івано-Франківська область	№84
Бабій Ольга Михайлівна 	False	2014	Івано-Франківська область	№84
Королик Михайло Михайлович 	False	2014	Івано-Франківська область	№84
Абрамів Василь Зіновійович 	False	2014	Івано-Франківська область	№84
Лущак Анатолій Романович 	False	2014	Івано-Франківська область	№84
Симак Дмитро Михайлович 	False	2014	Івано-Франківська область	№84
Шкрумида Олег Романович 	False	2014	Івано-Франківська область	№84
Білан Петро Ярославович 	False	2014	Івано-Франківська область	№84
Сергенюк Сергій Ярославович 	False	2014	Івано-Франківська область	№84
Насалик Ігор Степанович 	True	2014	Івано-Франківська область	№85
Тірон Андрій Валерійович 	False	2014	Івано-Франківська область	№85
Сікора Ольга Мирославівна 	False	2014	Івано-Франківська область	№85
Павлів Володимир Олексійович 	False	2014	Івано-Франківська область	№85
Гладун Ярослав Ігорович 	False	2014	Івано-Франківська область	№85
Коретчук Ярослав Володарович 	False	2014	Івано-Франківська область	№85
Телько Володимир Іванович 	False	2014	Івано-Франківська область	№85
Сушко Роман Васильович 	False	2014	Івано-Франківська область	№85
Дирів Анатолій Борисович 	True	2014	Івано-Франківська область	№86
Грабовецький Володимир Миколайович 	False	2014	Івано-Франківська область	№86
Бартків Василь Павлович 	False	2014	Івано-Франківська область	№86
Скрипник Віталій Богданович 	False	2014	Івано-Франківська область	№86
Парфан Тарас Дмитрович 	False	2014	Івано-Франківська область	№86
Франків Руслан Романович 	False	2014	Івано-Франківська область	№86
Гоголь Ярослава Михайлівна 	False	2014	Івано-Франківська область	№86
Глинка Роман Ярославович 	False	2014	Івано-Франківська область	№86
Тринчук Андрій Ігорович 	False	2014	Івано-Франківська область	№86
Федай Михайло Андрійович 	False	2014	Івано-Франківська область	№86
Тимочко Ігор Ярославович 	False	2014	Івано-Франківська область	№86
Самілів Галина Василівна 	False	2014	Івано-Франківська область	№86
Грушецька Світлана Миколаївна 	False	2014	Івано-Франківська область	№86
Василевич Роман Ярославович 	False	2014	Івано-Франківська область	№86
Щербанюк Андрій Олегович 	False	2014	Івано-Франківська область	№86
Рис-Вікерс Уляна Григорівна 	False	2014	Івано-Франківська область	№86
Петрик Олександр Олексійович 	False	2014	Івано-Франківська область	№86
Жубецька Олександра Сергіївна 	False	2014	Івано-Франківська область	№86
Палатній Олександр Миколайович 	False	2014	Івано-Франківська область	№86
Устимчук Олег Олександрович 	False	2014	Івано-Франківська область	№86
Чубатий Мирослав Ігорович 	False	2014	Івано-Франківська область	№86
Дерев’янко Юрій Богданович 	True	2014	Івано-Франківська область	№87
Попович Василь Васильович 	False	2014	Івано-Франківська область	№87
Паранюк Ярослав Дмитрович 	False	2014	Івано-Франківська область	№87
Ішин Леся Федорівна 	False	2014	Івано-Франківська область	№87
Тодорук Іван Іванович 	False	2014	Івано-Франківська область	№87
Масевич Василь Володимирович 	False	2014	Івано-Франківська область	№87
Мукосієнко Наталія Павлівна 	False	2014	Івано-Франківська область	№87
Степаненков Станіслав Валерійович 	False	2014	Івано-Франківська область	№87
Максимів Володимир Миколайович 	False	2014	Івано-Франківська область	№87
Максімова Наталія Іванівна 	False	2014	Івано-Франківська область	№87
Чучук Володимир Ізидорович 	False	2014	Івано-Франківська область	№87
Устимчук Оксана Ігорівна 	False	2014	Івано-Франківська область	№87
Сванідзе Зураб Гелович 	False	2014	Івано-Франківська область	№87
Савків Зіновій Юрійович 	False	2014	Івано-Франківська область	№87
Томків Микола Ігорович 	False	2014	Івано-Франківська область	№87
Холопцев Юрій Миколайович 	False	2014	Івано-Франківська область	№87
Тимошенко Юрій Володимирович 	True	2014	Івано-Франківська область	№88
Доній Олександр Сергійович 	False	2014	Івано-Франківська область	№88
Книшук Петро Васильович 	False	2014	Івано-Франківська область	№88
Овчаренко Юрій Іванович 	False	2014	Івано-Франківська область	№88
Калин Роман Ярославович 	False	2014	Івано-Франківська область	№88
Мар’янський Тарас Богданович 	False	2014	Івано-Франківська область	№88
Дерпак Віталій Михайлович 	False	2014	Івано-Франківська область	№88
Слюзар Ігор Богданович 	False	2014	Івано-Франківська область	№88
Григорів Іван Дмитрович 	False	2014	Івано-Франківська область	№88
Оробець Теодор Іванович 	False	2014	Івано-Франківська область	№88
Пак Володимир Геннадійович 	False	2014	Івано-Франківська область	№88
Тодорів Йосип Петрович 	False	2014	Івано-Франківська область	№88
Сузанський Іван Віталійович 	False	2014	Івано-Франківська область	№88
Мойсик Володимир Романович 	False	2014	Івано-Франківська область	№88
Мандзюк Степан Васильович 	False	2014	Івано-Франківська область	№88
Томенчук Ростислав Богданович 	False	2014	Івано-Франківська область	№88
Соловей Юрій Ігорович 	True	2014	Івано-Франківська область	№89
Гладій Василь Іванович 	False	2014	Івано-Франківська область	№89
Шкрібляк Лідія Василівна 	False	2014	Івано-Франківська область	№89
Григоришин Роман Мирославович 	False	2014	Івано-Франківська область	№89
Матейчук Роман Степанович 	False	2014	Івано-Франківська область	№89
Шинкарук Ярослав Іванович 	False	2014	Івано-Франківська область	№89
Бурдяк Леся Іванівна 	False	2014	Івано-Франківська область	№89
Дроняк Микола Миколайович 	False	2014	Івано-Франківська область	№89
Шатрук Михайло Іванович 	False	2014	Івано-Франківська область	№89
Рябошапко Андрій Леонідович 	False	2014	Івано-Франківська область	№89
Реведжук Роман Петрович 	False	2014	Івано-Франківська область	№89
Марченко Олександр Олександрович 	True	2014	Київська область	№90
Бабенко Микола Вікторович 	False	2014	Київська область	№90
Петрик Юрій Федорович 	False	2014	Київська область	№90
Дригало Людмила Борисівна 	False	2014	Київська область	№90
Ліневич Олександр Станіславович 	False	2014	Київська область	№90
Лещенко Роман Валерійович 	False	2014	Київська область	№90
Порфимович Микола Сергійович 	False	2014	Київська область	№90
Яременко Богдан Вікторович 	False	2014	Київська область	№90
Шуліпа Вячеслав Геннадійович 	False	2014	Київська область	№90
Поліщук Станіслав Михайлович 	False	2014	Київська область	№90
Олійник Тарас Володимирович 	False	2014	Київська область	№90
Щериця Іван Володимирович 	False	2014	Київська область	№90
Шевченко Володимир Іванович 	False	2014	Київська область	№90
Олійник Анна Олександрівна 	False	2014	Київська область	№90
Костельнюк Олександр Васильович 	False	2014	Київська область	№90
Поляруш Олександр Олексійович 	False	2014	Київська область	№90
Долгий Василь Миколайович 	False	2014	Київська область	№90
Молоцький Петро Васильович 	False	2014	Київська область	№90
Кулініч Ганна Миколаївна 	False	2014	Київська область	№90
Безкрилий Євгеній Олександрович 	False	2014	Київська область	№90
Ярмольчук Сергій Анатолійович 	False	2014	Київська область	№90
Зборівський Богдан Вікторович 	False	2014	Київська область	№90
Матвійчук Віктор Андрійович 	False	2014	Київська область	№90
Матюшко Вадим Михайлович 	False	2014	Київська область	№90
Іщенко Андрій Дмитрович 	False	2014	Київська область	№90
Фелоненко Юрій Васильович 	False	2014	Київська область	№90
Сольвар Руслан Миколайович 	True	2014	Київська область	№91
Хмельницький Богдан Станіславович 	False	2014	Київська область	№91
Ступак Іван Станіславович 	False	2014	Київська область	№91
Швидкий Микола Андрійович 	False	2014	Київська область	№91
Поярков Сергій Володимирович 	False	2014	Київська область	№91
Данченко Владислав Олександрович 	False	2014	Київська область	№91
Сулима Василь Іванович 	False	2014	Київська область	№91
Береза Світлана Василівна 	False	2014	Київська область	№91
Горбик Володимир Миколайович 	False	2014	Київська область	№91
Ларіна Оксана Василівна 	False	2014	Київська область	№91
Савельєв Андрій Юрійович 	False	2014	Київська область	№91
Чулков Олександр Володимирович 	False	2014	Київська область	№91
Коєв Юрій Іванович 	False	2014	Київська область	№91
Озерова Марина Станіславівна 	False	2014	Київська область	№91
Кучеренко Федір Олександрович 	False	2014	Київська область	№91
Мальований Петро Андрійович 	False	2014	Київська область	№91
Головко Володимир Зіновійович 	False	2014	Київська область	№91
Заплавський Вадим Борисович 	False	2014	Київська область	№91
Приятель Максим Володимирович 	False	2014	Київська область	№91
Гудзенко Віталій Іванович 	True	2014	Київська область	№92
Світовенко Віктор Вікторович 	False	2014	Київська область	№92
Глиняний Леонід Петрович 	False	2014	Київська область	№92
Балагура Олег Вікторович 	False	2014	Київська область	№92
В’юник Олександр Григорович 	False	2014	Київська область	№92
Хмельницький Вячеслав Вікторович 	False	2014	Київська область	№92
Гудзенко Віктор Іванович 	False	2014	Київська область	№92
Голуб Руслан Тарасович 	False	2014	Київська область	№92
Колюх Валерій Вікторович 	False	2014	Київська область	№92
Гейло Ігор Вікторович 	False	2014	Київська область	№92
Кацуба Сергій Володимирович 	False	2014	Київська область	№92
Черній Віктор Пилипович 	False	2014	Київська область	№92
Кот Оксана Павлівна 	False	2014	Київська область	№92
Загородній Сергій Якович 	False	2014	Київська область	№92
Цісельський Сергій Мечиславович 	False	2014	Київська область	№92
Кубенко Антоніна Яківна 	False	2014	Київська область	№92
Войченко Сергій Вікторович 	False	2014	Київська область	№92
Ковба Руслан Анатолійович 	False	2014	Київська область	№92
Приколотіна Юлія Павлівна 	False	2014	Київська область	№92
Єфіменко Віталій Олегович 	False	2014	Київська область	№92
Мазуренко Сергій Васильович 	False	2014	Київська область	№92
Хахуліна Анастасія Юріївна 	False	2014	Київська область	№92
Науменко Борис Вікторович 	False	2014	Київська область	№92
Маслянчук Петро Людвігович 	False	2014	Київська область	№92
Черниш Антон Сергійович 	False	2014	Київська область	№92
Левчук Євгеній Васильович 	False	2014	Київська область	№92
Єфіменко Євгеній Олегович 	False	2014	Київська область	№92
Мудрік Віктор Вітович 	False	2014	Київська область	№92
Макітренко Олександр Васильович 	False	2014	Київська область	№92
Онищенко Олександр Романович 	True	2014	Київська область	№93
Бриль Костянтин Іванович 	False	2014	Київська область	№93
Бондарчук Юрій Вікторович 	False	2014	Київська область	№93
Лихоліт Валентин Станіславович 	False	2014	Київська область	№93
Будюк Сергій Миколайович 	False	2014	Київська область	№93
Бойко Олег Васильович 	False	2014	Київська область	№93
Даниленко Олександр Юрійович 	False	2014	Київська область	№93
Гавриленко Петро Миколайович 	False	2014	Київська область	№93
Плескач Віталій Дмитрович 	False	2014	Київська область	№93
Мостіпан Уляна Миколаївна 	False	2014	Київська область	№93
Усатенко Тарас Петрович 	False	2014	Київська область	№93
Салабай Олександр Зіновійович 	False	2014	Київська область	№93
Недяк Андрій Петрович 	False	2014	Київська область	№93
Гавриленко Володимир Васильович 	False	2014	Київська область	№93
Босенко Євгеній Юрійович 	False	2014	Київська область	№93
Антонюк Ігор Іванович 	False	2014	Київська область	№93
Савченко Наталья Миколаївна 	False	2014	Київська область	№93
Шульський Валерій Петрович 	False	2014	Київська область	№93
Ксенич Сергій Романович 	False	2014	Київська область	№93
Томашевський Михайло Вікторович 	False	2014	Київська область	№93
Гальченко Сергій Анастасійович 	False	2014	Київська область	№93
Доценко Борис Борисович 	False	2014	Київська область	№93
Звізло Максим Романович 	False	2014	Київська область	№93
Ненчук Роман Олегович 	False	2014	Київська область	№93
Павлюк Юлія Валеріївна 	False	2014	Київська область	№93
Чириднік Юрій Анатолійович 	False	2014	Київська область	№93
Орел Олександр Миколайович 	False	2014	Київська область	№93
Казакова Оксана Олександрівна 	False	2014	Київська область	№93
Каленюк Анна Сергіївна 	False	2014	Київська область	№93
Тимченко Володимир Григорович 	False	2014	Київська область	№93
Лежавська Алла Йосипівна 	False	2014	Київська область	№93
Малькова Валентина Миколаївна 	False	2014	Київська область	№93
Наумчук Ярослав Володимирович 	False	2014	Київська область	№93
Семен-Оглу Наталія Валентинівна 	False	2014	Київська область	№93
Плечун Володимир Володимирович 	False	2014	Київська область	№93
Романюк Віктор Миколайович (1975)	True	2014	Київська область	№94
Лірник Гліб Андрійович 	False	2014	Київська область	№94
Козирєв Павло Генріхович 	False	2014	Київська область	№94
Веремейчик Віктор Петрович 	False	2014	Київська область	№94
Ковальчук Наталія Леонідівна 	False	2014	Київська область	№94
Дегтяр Анатолій Петрович 	False	2014	Київська область	№94
Романюк Віктор Миколайович (1983)	False	2014	Київська область	№94
Заліщук Людмила Павлівна 	False	2014	Київська область	№94
Андрушко Юрій Володимирович 	False	2014	Київська область	№94
Демченко Олександр Анатолійович 	False	2014	Київська область	№94
Варес Костянтин Лембітович 	False	2014	Київська область	№94
Ляхович Володимир Сергійович 	False	2014	Київська область	№94
Довгаль Петро Анатолійович 	False	2014	Київська область	№94
Джулай Владислав Михайлович 	False	2014	Київська область	№94
Берднікович Максим Михайлович 	False	2014	Київська область	№94
Нечепорук Михайло Миколайович 	False	2014	Київська область	№94
Жумар Анна Володимирівна 	False	2014	Київська область	№94
Кучеренко Володимир Михайлович 	False	2014	Київська область	№94
Скосар Ігор Євгенійович 	False	2014	Київська область	№94
Жумар Геннадій Володимирович 	False	2014	Київська область	№94
Гаврилюк Михайло Віталійович 	True	2014	Київська область	№95
Тигов Олександр Олександрович 	False	2014	Київська область	№95
Федорук Анатолій Петрович 	False	2014	Київська область	№95
Мазур Ігор Петрович 	False	2014	Київська область	№95
Бебешко Олена Олександрівна 	False	2014	Київська область	№95
Скринник Олексій Григорович 	False	2014	Київська область	№95
Будник Сергій Іванович 	False	2014	Київська область	№95
Косенко Григорій Михайлович 	False	2014	Київська область	№95
Лісничий Юрій Валентинович 	False	2014	Київська область	№95
Цікаленко Юрій Володимирович 	False	2014	Київська область	№95
Шевчук Людмила Степанівна 	False	2014	Київська область	№95
Давидюк Володимир Михайлович 	False	2014	Київська область	№95
Місяць Ярослав Анатолійович 	False	2014	Київська область	№95
Омельченко Петро Михайлович 	False	2014	Київська область	№95
Заблоцький Сергій Анатолійович 	False	2014	Київська область	№95
Кульчицька Юлія Анатоліївна 	False	2014	Київська область	№95
Топал Леонід Миколайович 	False	2014	Київська область	№95
Музика Станіслав Павлович 	False	2014	Київська область	№95
Герасимчук Костянтин Андрійович 	False	2014	Київська область	№95
Гладишевський Володимир Романович 	False	2014	Київська область	№95
