deputat,partia,perc_for,votes_for,tvo,oblast,year,tvo_pres,pres_candidate,pres_perc_for,pres_votes_for,winner,info,proposed,registration,gender,age,birthday,job,city_living,average_age,pop_change,region_ideology,previous,funding,power_status,party_ideology,prop_election_forecast
Тенюх Ігор Йосифович,"політична партія Всеукраїнське об’єднання ""Свобода""",NA,NA,117,Львівська область,2019,117,Кошулинський Руслан,3.43669027465884,3979,NA,"народився 23 травня 1958 року в місті Стрий Львівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, пенсіонер, член політичної партії Всеукраїнське об’єднання ""Свобода"", проживає в місті Львові, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Свобода"".","політична партія Всеукраїнське об’єднання ""Свобода""",25.06.2019,M,61,23.5.1958,пенсіонер,проживає в місті Львові,39.4,-0.3,orange,0,0,no,orange,NA
Фединяк Роман Анатолійович,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,NA,117,Львівська область,2019,117,Зеленський Володимир,14.7961651407842,17131,NA,"народився 5 жовтня 1995 року в місті Львові, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, член ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ"", проживає в місті Львові, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".","ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",25.06.2019,M,24,5.10.1995,фізична особа – підприємець,проживає в місті Львові,39.4,-0.3,orange,0,0,yes,orange,NA
Шевців Андрій Володимирович,"Політична партія ""Об’єднання ""САМОПОМІЧ""",NA,NA,117,Львівська область,2019,117,NA,0,0,NA,"народився 12 грудня 1988 року в місті Львові, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, радник міського голови, апарат виконавчого комітету Львівської міської ради, член Політичної партії ""Об’єднання ""САМОПОМІЧ"", проживає в місті Львові, судимість відсутня, суб’єкт висування – Політична партія ""Об’єднання ""САМОПОМІЧ"".","Політична партія ""Об’єднання ""САМОПОМІЧ""",22.06.2019,M,31,12.12.1988,радник міського голови,проживає в місті Львові,39.4,-0.3,orange,0,0,no,orange,NA
Шмігель Назарій Олегович,"політична партія Всеукраїнське об’єднання ""Батьківщина""",NA,NA,117,Львівська область,2019,117,Тимошенко Юлія,7.67921920884436,8891,NA,"народився 28 лютого 1982 року в місті Львові, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ПП ""АНбуд Україна"", член політичної партії Всеукраїнське об’єднання ""Батьківщина"", проживає в місті Львові, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Батьківщина"".","політична партія Всеукраїнське об’єднання ""Батьківщина""",24.06.2019,M,37,28.2.1982,директор,проживає в місті Львові,39.4,-0.3,orange,0,0,no,orange,NA
Юринець Оксана Василівна,Самовисування,NA,NA,117,Львівська область,2019,117,NA,0,0,NA,"народилася 27 лютого 1978 року в селі Коти Яворівського району Львівської області, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійнa, проживає в місті Львові, судимість відсутня, самовисування.",Самовисування,15.06.2019,F,41,27.2.1978,народний депутат України,проживає в місті Львові,39.4,-0.3,orange,1,2640,no,grey,NA
Васильченко Галина Іванівна,"Політична Партія ""ГОЛОС""",NA,NA,118,Львівська область,2019,118,NA,0,0,NA,"народилася 24 жовтня 1983 року в селі Корничі Самбірського району Львівської області, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, заступник директора з економічних питань, ПП ""Корбіз"", безпартійнa, проживає в селі Пасіки-Зубрицькі Пустомитівського району Львівської області, судимість відсутня, суб’єкт висування – Політична Партія ""ГОЛОС"".","Політична Партія ""ГОЛОС""",19.06.2019,F,36,24.10.1983,заступник директора з економічних питань,проживає в селі Пасіки-Зубрицькі Пустомитівського району Львівської області,39.4,-0.3,orange,0,0,no,orange,NA
Вуй Юрій Ярославович,Аграрна партія України,NA,NA,118,Львівська область,2019,118,NA,0,0,NA,"народився 23 липня 1980 року в місті Львові, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""БІК МАРК"", безпартійний, проживає в селі Солонка Пустомитівського району Львівської області, судимість відсутня, суб’єкт висування – Аграрна партія України.",Аграрна партія України,25.06.2019,M,39,23.7.1980,директор,проживає в селі Солонка Пустомитівського району Львівської області,39.4,-0.3,orange,0,0,no,grey,NA
Дорош Уляна Миколаївна,"політична партія ""Громадянська позиція""",NA,NA,118,Львівська область,2019,118,Гриценко Анатолій,18.9611175633455,23183,NA,"народилася 6 лютого 1989 року в місті Львові, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, начальник, управління з питань праці та сімейної політики Львівської обласної державної адміністрації, безпартійнa, проживає в місті Львові, судимість відсутня, суб’єкт висування – політична партія ""Громадянська позиція"".","політична партія ""Громадянська позиція""",19.06.2019,F,30,6.2.1989,начальник,проживає в місті Львові,39.4,-0.3,orange,0,0,no,orange,NA
Дубневич Богдан Васильович,Самовисування,NA,NA,118,Львівська область,2019,118,NA,0,0,NA,"народився 10 травня 1962 року в селі Зубра Пустомитівського району Львівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в селі Зубра Пустомитівського району Львівської області, судимість відсутня, самовисування.",Самовисування,10.06.2019,M,57,10.5.1962,народний депутат України,проживає в селі Зубра Пустомитівського району Львівської області,39.4,-0.3,orange,1,10450,no,grey,NA
Жиравецький Андрій Михайлович,"ПОЛІТИЧНА ПАРТІЯ ""СИЛА І ЧЕСТЬ""",NA,NA,118,Львівська область,2019,118,Смешко Ігор,4.7486627517053,5806,NA,"народився 7 грудня 1977 року в селі Солонка Пустомитівського району Львівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, перший заступник сільського голови, Солонківська сільська рада, безпартійний, проживає в селі Солонка Пустомитівського району Львівської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СИЛА І ЧЕСТЬ"".","ПОЛІТИЧНА ПАРТІЯ ""СИЛА І ЧЕСТЬ""",25.06.2019,M,42,7.12.1977,перший заступник сільського голови,проживає в селі Солонка Пустомитівського району Львівської області,39.4,-0.3,orange,0,0,no,orange,NA
Кльофа Тарас Григорович,"Політична партія ""Об’єднання ""САМОПОМІЧ""",NA,NA,118,Львівська область,2019,118,NA,0,0,NA,"народився 8 квiтня 1974 року в місті Львові, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник начальника центру з медичної частини – начальник медичної частини, ВМКЦ ЗР, безпартійний, проживає в місті Львові, судимість відсутня, суб’єкт висування – Політична партія ""Об’єднання ""САМОПОМІЧ"".","Політична партія ""Об’єднання ""САМОПОМІЧ""",25.06.2019,M,45,8.4.1974,заступник начальника центру з медичної частини – начальник медичної частини,проживає в місті Львові,39.4,-0.3,orange,0,0,no,orange,NA
Косик Орест Володимирович,Самовисування,NA,NA,118,Львівська область,2019,118,NA,0,0,NA,"народився 20 жовтня 1983 року в селі Солонка Пустомитівського району Львівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, безпартійний, проживає в селі Солонка Пустомитівського району Львівської області, судимість відсутня, самовисування.",Самовисування,10.06.2019,M,36,20.10.1983,фізична особа – підприємець,проживає в селі Солонка Пустомитівського району Львівської області,39.4,-0.3,orange,0,0,no,grey,NA
Мельничук Любомир Анатолійович,"політична партія Всеукраїнське об’єднання ""Свобода""",NA,NA,118,Львівська область,2019,118,Кошулинський Руслан,4.23421065545614,5177,NA,"народився 13 жовтня 1982 року в місті Львові, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова Львівської міської організації ВО ""Свобода"", член політичної партії Всеукраїнське об’єднання ""Свобода"", проживає в місті Львові, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Свобода"".","політична партія Всеукраїнське об’єднання ""Свобода""",25.06.2019,M,37,13.10.1982,"голова Львівської міської організації ВО ""Свобода""",проживає в місті Львові,39.4,-0.3,orange,0,0,no,orange,NA
Павлів Андрій Петрович,Самовисування,NA,NA,118,Львівська область,2019,118,NA,0,0,NA,"народився 3 липня 1962 року в місті Львові, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, докторант, Національний університет ""Львівська політехніка"", безпартійний, проживає в місті Львові, судимість відсутня, самовисування.",Самовисування,23.06.2019,M,57,3.7.1962,докторант,проживає в місті Львові,39.4,-0.3,orange,0,0,no,grey,NA
Федецький Артем Андрійович,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,NA,118,Львівська область,2019,118,Зеленський Володимир,10.2563263703728,12540,NA,"народився 26 квiтня 1985 року в місті Нововолинськ Волинської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійний, проживає в селі Липини Луцького району Волинської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".","ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",25.06.2019,M,34,26.4.1985,тимчасово не працює,проживає в селі Липини Луцького району Волинської області,39.4,-0.3,orange,0,0,yes,orange,NA
Юськевич Ірина Ігорівна,Самовисування,NA,NA,118,Львівська область,2019,118,NA,0,0,NA,"народилася 8 липня 1981 року в місті Львові, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, безпартійнa, проживає в селі Солонка Пустомитівського району Львівської області, судимість відсутня, самовисування.",Самовисування,17.06.2019,F,38,8.7.1981,фізична особа – підприємець,проживає в селі Солонка Пустомитівського району Львівської області,39.4,-0.3,orange,0,0,no,grey,NA
Андрущенко Андрій Олександрович,"політична партія ""Громадянська позиція""",NA,NA,119,Львівська область,2019,119,Гриценко Анатолій,17.5423882275574,18406,NA,"народився 24 березня 1979 року в селі Старий Яричів Кам’янка-Бузького району Львівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Старояричівський сільський голова, безпартійний, проживає в селі Старий Яричів Кам’янка-Бузького району Львівської області, судимість відсутня, суб’єкт висування – політична партія ""Громадянська позиція"".","політична партія ""Громадянська позиція""",23.06.2019,M,40,24.3.1979,Старояричівський сільський голова,проживає в селі Старий Яричів Кам’янка-Бузького району Львівської області,39.4,-0.3,orange,0,0,no,orange,NA
Бондар Михайло Леонтійович,"Політична партія ""Європейська Солідарність""",NA,NA,119,Львівська область,2019,119,Порошенко Петро,30.7272952546153,32240,NA,"народився 17 листопада 1973 року в селі Бодячів Сокальського району Львівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Києві, судимість відсутня, суб’єкт висування – Політична партія ""Європейська Солідарність"".","Політична партія ""Європейська Солідарність""",24.06.2019,M,46,17.11.1973,народний депутат України,проживає в місті Києві,39.4,-0.3,orange,1,26570,no,orange,NA
Дудчак Андрій Богданович,"Політична партія ""Об’єднання ""САМОПОМІЧ""",NA,NA,119,Львівська область,2019,119,NA,0,0,NA,"народився 13 грудня 1982 року в місті Броди Львівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, член Політичної партії ""Об’єднання ""САМОПОМІЧ"", проживає в місті Броди Бродівського району Львівської області, судимість відсутня, суб’єкт висування – Політична партія ""Об’єднання ""САМОПОМІЧ"".","Політична партія ""Об’єднання ""САМОПОМІЧ""",25.06.2019,M,37,13.12.1982,фізична особа – підприємець,проживає в місті Броди Бродівського району Львівської області,39.4,-0.3,orange,0,0,no,orange,NA
Івах Сергій Ярославович,Самовисування,NA,NA,119,Львівська область,2019,119,NA,0,0,NA,"народився 8 лютого 1972 року в місті Львові, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, Радехівська районна державна адміністрація Львівської області, безпартійний, проживає в місті Львові, судимість відсутня, самовисування.",Самовисування,19.06.2019,M,47,8.2.1972,голова,проживає в місті Львові,39.4,-0.3,orange,0,0,no,grey,NA
Іщук Микола Васильович,"ПОЛІТИЧНА ПАРТІЯ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА""",NA,NA,119,Львівська область,2019,119,Ляшко Олег,6.71254157810966,7043,NA,"народився 18 березня 1975 року в селі Мала Мощаниця Здолбунівського району Рівненської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, член ПОЛІТИЧНОЇ ПАРТІЇ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА"", проживає в місті Львові, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА"".","ПОЛІТИЧНА ПАРТІЯ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА""",24.06.2019,M,44,18.3.1975,фізична особа – підприємець,проживає в місті Львові,39.4,-0.3,orange,0,0,no,orange,NA
Кавецький Орест Юрійович,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,NA,119,Львівська область,2019,119,Зеленський Володимир,11.681900060044,12257,NA,"народився 20 липня 1988 року в місті Львові, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Гал Сир Продукт"", безпартійний, проживає в місті Львові, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".","ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",25.06.2019,M,31,20.7.1988,директор,проживає в місті Львові,39.4,-0.3,orange,0,0,yes,orange,NA
Ковальчук Ігор Васильович,"Політична партія ""Народний Рух України""",NA,NA,119,Львівська область,2019,119,Кривенко Віктор,0.043841674370729,46,NA,"народився 5 травня 1949 року в селі Пониковиця Бродівського району Львівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, генеральний директор, комунальне некомерційне підприємство ""Львівський онкологічний регіональний лікувально-діагностичний центр"" Львівської обласної ради, член Політичної партії ""Народний Рух України"", проживає в місті Львові, судимість відсутня, суб’єкт висування – Політична партія ""Народний Рух України"".","Політична партія ""Народний Рух України""",24.06.2019,M,70,5.5.1949,генеральний директор,проживає в місті Львові,39.4,-0.3,orange,0,0,no,orange,NA
Кравчук Віталій Володимирович,Самовисування,NA,NA,119,Львівська область,2019,119,NA,0,0,NA,"народився 1 травня 1977 року в місті Перемишляни Львівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова правління, ГО ""СЛУГА НАРОДУ УКРАЇНИ"", безпартійний, проживає в місті Броди Бродівського району Львівської області, судимість відсутня, самовисування.",Самовисування,24.06.2019,M,42,1.5.1977,голова правління,проживає в місті Броди Бродівського району Львівської області,39.4,-0.3,orange,0,0,no,grey,NA
Мацюк Тарас Ярославович,Самовисування,NA,NA,119,Львівська область,2019,119,NA,0,0,NA,"народився 9 березня 1983 року в cелі Павлів Радехівського району Львівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова Проводу, Всеукраїнська громадська організація ""ЗОЛОТІ ЛЕВИ ЧОРНОЇ СОТНІ"", безпартійний, проживає в селі Павлів Радехівського району Львівської області, судимість відсутня, самовисування.",Самовисування,22.06.2019,M,36,9.3.1983,голова Проводу,проживає в селі Павлів Радехівського району Львівської області,39.4,-0.3,orange,0,0,no,grey,NA
Сех Ірина Ігорівна,"політична партія Всеукраїнське об’єднання ""Свобода""",NA,NA,119,Львівська область,2019,119,Кошулинський Руслан,4.30410872735244,4516,NA,"народилася 20 вересня 1970 року в селі Вербівчик Бродівського району Львівської області, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, помічник-консультант народного депутата України, член політичної партії Всеукраїнське об’єднання ""Свобода"", проживає в місті Броди Львівської області, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Свобода"".","політична партія Всеукраїнське об’єднання ""Свобода""",25.06.2019,F,49,20.9.1970,помічник-консультант народного депутата України,проживає в місті Броди Львівської області,39.4,-0.3,orange,1,26570,no,orange,NA
Сліпець Ростислав Степанович,"політична партія Всеукраїнське об’єднання ""Батьківщина""",NA,NA,119,Львівська область,2019,119,Тимошенко Юлія,19.4332987047644,20390,NA,"народився 20 жовтня 1975 року в місті Буськ Львівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Буський міський голова, член політичної партії Всеукраїнське об’єднання ""Батьківщина"", проживає в місті Буськ Буського району Львівської області, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Батьківщина"".","політична партія Всеукраїнське об’єднання ""Батьківщина""",24.06.2019,M,44,20.10.1975,Буський міський голова,проживає в місті Буськ Буського району Львівської області,39.4,-0.3,orange,0,0,no,orange,NA
Тіщенко Олександр Володимирович,Самовисування,NA,NA,119,Львівська область,2019,119,NA,0,0,NA,"народився 11 грудня 1975 року в смт Красне Буського району Львівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, військовий комісар, Львівський обласний військовий комісаріат, безпартійний, проживає в місті Буськ Буського району Львівської області, судимість відсутня, самовисування.",Самовисування,15.06.2019,M,44,11.12.1975,військовий комісар,проживає в місті Буськ Буського району Львівської області,39.4,-0.3,orange,0,0,no,grey,NA
Шиба Олег Ярославович,"Політична Партія ""ГОЛОС""",NA,NA,119,Львівська область,2019,119,NA,0,0,NA,"народився 22 березня 1975 року в селі Радванці Радехівського району Львівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта загальна середня, директор, ТОВ ""Техніка-Радехів"", безпартійний, проживає в селі Радванці Радехівського району Львівської області, судимість відсутня, суб’єкт висування – Політична Партія ""ГОЛОС"".","Політична Партія ""ГОЛОС""",19.06.2019,M,44,22.3.1975,директор,проживає в селі Радванці Радехівського району Львівської області,39.4,-0.3,orange,0,0,no,orange,NA
Галушка Андрій Михайлович,Самовисування,NA,NA,120,Львівська область,2019,120,NA,0,0,NA,"народився 10 липня 1978 року в місті Городок Львівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійний, проживає в місті Городок Городоцького району Львівської області, судимість відсутня, самовисування.",Самовисування,23.06.2019,M,41,10.7.1978,тимчасово не працює,проживає в місті Городок Городоцького району Львівської області,39.4,-0.3,orange,0,0,no,grey,NA
Гірняк Володимир Олегович,"політична партія ""Громадянська позиція""",NA,NA,120,Львівська область,2019,120,Гриценко Анатолій,20.5200585764384,21299,NA,"народився 2 жовтня 1977 року в місті Львові, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник голови, Львівська обласна рада, член політичної партії ""Громадянська позиція"", проживає в місті Львові, судимість відсутня, суб’єкт висування – політична партія ""Громадянська позиція"".","політична партія ""Громадянська позиція""",15.06.2019,M,42,2.10.1977,заступник голови,проживає в місті Львові,39.4,-0.3,orange,0,0,no,orange,NA
Голяк Леся Володимирівна,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,NA,120,Львівська область,2019,120,Зеленський Володимир,10.1882538826159,10575,NA,"народилася 17 сiчня 1976 року в місті Стрий Львівської області, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, безпартійнa, проживає в місті Львові, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".","ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",25.06.2019,F,43,17.1.1976,фізична особа – підприємець,проживає в місті Львові,39.4,-0.3,orange,0,0,yes,orange,NA
Дубневич Ярослав Васильович,Самовисування,NA,NA,120,Львівська область,2019,120,NA,0,0,NA,"народився 7 серпня 1969 року в селі Зубра Пустомитівського району Львівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Львові, судимість відсутня, самовисування.",Самовисування,06.06.2019,M,50,7.8.1969,народний депутат України,проживає в місті Львові,39.4,-0.3,orange,1,15660,no,grey,NA
Елейко Тарас Васильович,"Політична Партія ""ГОЛОС""",NA,NA,120,Львівська область,2019,120,NA,0,0,NA,"народився 19 березня 1973 року в місті Львові, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, безпартійний, проживає в селі Суховоля Городоцького району Львівської області, судимість відсутня, суб’єкт висування – Політична Партія ""ГОЛОС"".","Політична Партія ""ГОЛОС""",19.06.2019,M,46,19.3.1973,фізична особа – підприємець,проживає в селі Суховоля Городоцького району Львівської області,39.4,-0.3,orange,0,0,no,orange,NA
Леонов Едуард Володимирович,"політична партія Всеукраїнське об’єднання ""Свобода""",NA,NA,120,Львівська область,2019,120,Кошулинський Руслан,5.29211144938148,5493,NA,"народився 3 лютого 1974 року в місті Євпаторія Автономної Республіки Крим, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, старший викладач правознавства, Національна академія керівних кадрів культури та мистецтв, член політичної партії Всеукраїнське об’єднання ""Свобода"", проживає в місті Києві, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Свобода"".","політична партія Всеукраїнське об’єднання ""Свобода""",25.06.2019,M,45,3.2.1974,старший викладач правознавства,проживає в місті Києві,39.4,-0.3,orange,1,15660,no,orange,NA
Телюк Роман Романович,Аграрна партія України,NA,NA,120,Львівська область,2019,120,NA,0,0,NA,"народився 20 серпня 1982 року в місті Городок Львівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта професійно-технічна, старший групи швидкого реагування, ТОВ ""Блок"", безпартійний, проживає в місті Городок Городоцького району Львівської області, судимість відсутня, суб’єкт висування – Аграрна партія України.",Аграрна партія України,25.06.2019,M,37,20.8.1982,старший групи швидкого реагування,проживає в місті Городок Городоцького району Львівської області,39.4,-0.3,orange,0,0,no,grey,NA
Алєксєєв Михайло Васильович,"Політична партія ""ПРАВИЙ СЕКТОР""",NA,NA,121,Львівська область,2019,121,NA,0,0,NA,"народився 13 вересня 1979 року в місті Стрий Львівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, головний бухгалтер, ТОВ ""Вілком"", член Політичної партії ""ПРАВИЙ СЕКТОР"", проживає в місті Стрий Львівської області, судимість відсутня, суб’єкт висування – Політична партія ""ПРАВИЙ СЕКТОР"".","Політична партія ""ПРАВИЙ СЕКТОР""",14.06.2019,M,40,13.9.1979,головний бухгалтер,проживає в місті Стрий Львівської області,39.4,-0.3,orange,0,0,no,orange,NA
Беднарчик Наталія Ігорівна,Самовисування,NA,NA,121,Львівська область,2019,121,NA,0,0,NA,"народилася 7 березня 1990 року в місті Стебник Львівської області, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, головний державний інспектор управління матеріального забезпечення та експлуатації майна, Державна фіскальна служба України, безпартійнa, проживає в місті Стебник міста Дрогобич Львівської області, судимість відсутня, самовисування.",Самовисування,25.06.2019,F,29,7.3.1990,головний державний інспектор управління матеріального забезпечення та експлуатації майна,проживає в місті Стебник міста Дрогобич Львівської області,39.4,-0.3,orange,0,0,no,grey,NA
Гарасим’якРоман Іванович,Самовисування,NA,NA,121,Львівська область,2019,121,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4,-0.3,orange,0,0,no,grey,NA
Голубіцька Любов Михайлівна,"Політична партія ""Об’єднання ""САМОПОМІЧ""",NA,NA,121,Львівська область,2019,121,NA,0,0,NA,"народилася 6 лютого 1974 року в місті Дрогобич Львівської області, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, директор, КП ""Надра Борислава"", член Політичної партії ""Об’єднання ""САМОПОМІЧ"", проживає в місті Дрогобич Львівської області, судимість відсутня, суб’єкт висування – Політична партія ""Об’єднання ""САМОПОМІЧ"".","Політична партія ""Об’єднання ""САМОПОМІЧ""",25.06.2019,F,45,6.2.1974,директор,проживає в місті Дрогобич Львівської області,39.4,-0.3,orange,0,0,no,orange,NA
Демко Тарас Іванович,Самовисування,NA,NA,121,Львівська область,2019,121,NA,0,0,NA,"народився 13 квiтня 1968 року в місті Дрогобич Львівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, член політичної партії ""Громадянська позиція"", проживає в місті Дрогобич Львівської області, судимість відсутня, самовисування.",Самовисування,22.06.2019,M,51,13.4.1968,фізична особа – підприємець,проживає в місті Дрогобич Львівської області,39.4,-0.3,orange,0,0,no,grey,NA
Дяків Йосип Михайлович,Самовисування,NA,NA,121,Львівська область,2019,121,NA,0,0,NA,"народився 21 лютого 1971 року в місті Дрогобич Львівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, МКП ""Транс-Екіпаж"", безпартійний, проживає в селі Літиня Дрогобицького району Львівської області, судимість відсутня, самовисування.",Самовисування,23.06.2019,M,48,21.2.1971,директор,проживає в селі Літиня Дрогобицького району Львівської області,39.4,-0.3,orange,0,0,no,grey,NA
Жирний Сергій Леонідович,Самовисування,NA,NA,121,Львівська область,2019,121,NA,0,0,NA,"народився 27 березня 1980 року в місті Львові, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, КП ""Комбінат міського господарства"", безпартійний, проживає в місті Івано-Франківську, судимість відсутня, самовисування.",Самовисування,24.06.2019,M,39,27.3.1980,директор,проживає в місті Івано-Франківську,39.4,-0.3,orange,0,0,no,grey,NA
